"Latest: Time (min)","Latest: pH","Latest: Temperature (°C)","Latest: Volume of NaOH Added (cm³)"
0.9,3.71036525697,25.3670078269,
0.916666666667,3.72672781153,25.3713556311,1
0.933333333333,3.74428037006,25.3699063639,
0.95,3.75469290478,25.3684570958,
0.966666666667,3.76837795042,25.3699063639,
0.983333333333,3.78265799803,25.3670078269,
1,3.79009552283,25.3641092865,
1.01666666667,3.80378056847,25.3684570958,
1.03333333333,3.81925062005,25.3699063639,
1.05,3.82609314287,25.3684570958,
1.06666666667,3.83829068354,25.3713556311,
1.08333333333,3.84870321826,25.3699063639,
1.1,3.86119825993,25.3684570958,
1.11666666667,3.8733958006,25.3699063639,
1.13333333333,3.88142832738,25.3728048975,1.5
1.15,3.89541087401,25.3728048975,
1.16666666667,3.90493090575,25.3713556311,
1.18333333333,3.9144509375,25.3713556311,
1.2,3.92397096924,25.3742541631,
1.21666666667,3.93319349999,25.3757034278,
1.23333333333,3.9403335238,25.3742541631,
1.25,3.94955605455,25.3742541631,
1.26666666667,3.95818358332,25.3742541631,
1.28333333333,3.96770361507,25.3742541631,
1.3,3.97603364284,25.3757034278,
1.31666666667,3.98406616963,25.3771526917,
1.33333333333,3.99209869641,25.3771526917,
1.35,3.99745371427,25.3771526917,2
1.36666666667,4.00875875197,25.3771526917,
1.38333333333,4.01470877181,25.3786019547,
1.4,4.02125379363,25.3786019547,
1.41666666667,4.02839381744,25.3786019547,
1.43333333333,4.0411863601,25.3786019547,
1.45,4.04773138192,25.3786019547,
1.46666666667,4.05754891466,25.3815004784,
1.48333333333,4.06587894243,25.382949739,
1.5,4.07153146128,25.3815004784,
1.51666666667,4.08015899005,25.3786019547,
1.53333333333,4.08819151684,25.3786019547,2.5
1.55,4.09533154064,25.3786019547,
1.56666666667,4.1045540714,25.3901960299,
1.58333333333,4.11704911306,25.387297516,
1.6,4.12537914084,25.3887467733,
1.61666666667,4.13281666564,25.3887467733,
1.63333333333,4.14084919242,25.3930945406,
1.65,4.14590670929,25.3930945406,
1.66666666667,4.15542674103,25.3916452857,
1.68333333333,4.16464927178,25.3916452857,
1.7,4.17000428964,25.3959930482,3
1.71666666667,4.17982182238,25.3959930482,
1.73333333333,4.18844935115,25.3988915526,
1.75,4.19648187793,25.3974423008,
1.76666666667,4.19975438884,25.4003408036,
1.78333333333,4.20689441265,25.4046885519,
1.8,4.21522444043,25.4046885519,
1.81666666667,4.22176946225,25.4046885519,
1.83333333333,4.23069449201,25.407587047,
1.85,4.23515700689,25.407587047,
1.86666666667,4.23961952177,25.4090362934,3.5
1.88333333333,4.24437953765,25.4090362934,
1.9,4.25211456344,25.4119347838,
1.91666666667,4.25895708625,25.4133840279,
1.93333333333,4.26698961304,25.4133840279,
1.95,4.27323713387,25.4119347838,
1.96666666667,4.27769964875,25.410485539,
1.98333333333,4.28305466661,25.4090362934,
2,4.29168219538,25.4133840279,
2.01666666667,4.29733471423,25.4133840279,
2.03333333333,4.30477223903,25.4148332712,
2.05,4.31072225887,25.4148332712,
2.06666666667,4.31518477375,25.4177317557,
2.08333333333,4.32113479359,25.4162825138,
2.1,4.32678731244,25.4177317557,4
2.11666666667,4.33035732434,25.4191809967,
2.13333333333,4.33957985509,25.4191809967,
2.15,4.34493487295,25.4148332712,
2.16666666667,4.34880238584,25.4162825138,
2.18333333333,4.35326490072,25.4177317557,
2.2,4.35861991858,25.4191809967,
2.21666666667,4.36516494041,25.4191809967,
2.23333333333,4.37022245727,25.4191809967,
2.25,4.37260246521,25.4206302371,4.5
2.26666666667,4.37944498802,25.4206302371,
2.28333333333,4.38539500786,25.4191809967,
2.3,4.39075002572,25.4191809967,
2.31666666667,4.39432003762,25.4206302371,
2.33333333333,4.39699754655,25.4206302371,
2.35,4.40503007334,25.4206302371,
2.36666666667,4.40979008921,25.4206302371,
2.38333333333,4.41693011302,25.4206302371,
2.4,4.42258263187,25.4206302371,
2.41666666667,4.4288301527,25.4206302371,
2.43333333333,4.43180516262,25.4206302371,
2.45,4.43656517849,25.4206302371,
2.46666666667,4.44281269932,25.4206302371,5
2.48333333333,4.44757271519,25.4206302371,
2.5,4.44995272313,25.4206302371,
2.51666666667,4.45768774892,25.4206302371,
2.53333333333,4.46185276281,25.4220794767,
2.55,4.46393526976,25.4220794767,
2.56666666667,4.46839778464,25.4206302371,
2.58333333333,4.47375280249,25.4206302371,
2.6,4.47881031936,25.4206302371,
2.61666666667,4.4808928263,25.4206302371,
2.63333333333,4.48624784416,25.4206302371,
2.65,4.49071035904,25.4206302371,
2.66666666667,4.49517287392,25.4220794767,
2.68333333333,4.4996353888,25.4206302371,
2.7,4.50439540467,25.4206302371,
2.71666666667,4.50885791955,25.4206302371,
2.73333333333,4.51213043046,25.4206302371,
2.75,4.5180804503,25.4206302371,
2.76666666667,4.52135296122,25.4220794767,
2.78333333333,4.52343546816,25.4220794767,
2.8,4.52908798701,25.4220794767,
2.81666666667,4.53741801478,25.4206302371,
2.83333333333,4.53979802272,25.4249779536,
2.85,4.54604554355,25.4220794767,6
2.86666666667,4.54783054951,25.4235287155,
2.88333333333,4.55497057331,25.4220794767,
2.9,4.55675557927,25.4220794767,
2.91666666667,4.56211059712,25.4220794767,
2.93333333333,4.56806061696,25.4220794767,
2.95,4.57073812589,25.4235287155,
2.96666666667,4.57490313978,25.4235287155,
2.98333333333,4.5778781497,25.4249779536,6.5
3,4.58025815764,25.4220794767,
3.01666666667,4.58472067252,25.4235287155,
3.03333333333,4.58858818541,25.4220794767,
3.05,4.59364570228,25.4235287155,
3.06666666667,4.59721571418,25.4235287155,
3.08333333333,4.59900072013,25.4235287155,
3.1,4.60584324295,25.4220794767,
3.11666666667,4.60852075188,25.4220794767,
3.13333333333,4.61298326676,25.4220794767,
3.15,4.61655327866,25.4235287155,
3.16666666667,4.61774328263,25.4220794767,
3.18333333333,4.62131329453,25.4235287155,
3.2,4.6263708114,25.4235287155,
3.21666666667,4.63172582925,25.4220794767,
3.23333333333,4.6338083362,25.4235287155,
3.25,4.63708084711,25.4220794767,7
3.26666666667,4.64184086298,25.4220794767,
3.28333333333,4.64719588084,25.4249779536,
3.3,4.65076589274,25.4235287155,
3.31666666667,4.65165839572,25.4235287155,
3.33333333333,4.65641841159,25.4249779536,
3.35,4.6596909225,25.4249779536,
3.36666666667,4.66117842746,25.4249779536,
3.38333333333,4.66653344532,25.426427191,
3.4,4.67010345723,25.4249779536,
3.41666666667,4.67397097012,25.4293256636,
3.43333333333,4.67694598004,25.4278764277,7.5
3.45,4.68289599988,25.4307748988,
3.46666666667,4.68854851873,25.4293256636,
3.48333333333,4.69301103361,25.4351226001,
3.5,4.69806855047,25.4351226001,
3.51666666667,4.7046135723,25.4336733671,
3.53333333333,4.70788608321,25.4336733671,
3.55,4.71175359611,25.4322241333,
3.56666666667,4.71472860603,25.4307748988,
3.58333333333,4.72067862587,25.4322241333,
3.6,4.72186862984,25.4322241333,
3.61666666667,4.72365363579,25.4322241333,
3.63333333333,4.72603364372,25.4336733671,
3.65,4.72990115662,25.4322241333,
3.66666666667,4.7307936596,25.4322241333,
3.68333333333,4.73138866158,25.4351226001,
3.7,4.73376866952,25.4336733671,
3.71666666667,4.73585117646,25.4336733671,
3.73333333333,4.7418011963,25.4365718324,
3.75,4.74775121614,25.4351226001,
3.76666666667,4.74983372309,25.4365718324,
3.78333333333,4.75459373896,25.4409195252,8.5
3.8,4.75994875681,25.439470295,
3.81666666667,4.76857628558,25.4438179835,
3.83333333333,4.77631131138,25.4438179835,
3.85,4.7828563332,25.4409195252,
3.86666666667,4.78523634114,25.4409195252,
3.88333333333,4.78850885205,25.4438179835,
3.9,4.7941613709,25.4438179835,
3.91666666667,4.79743388181,25.4423687547,
3.93333333333,4.8015988957,25.4438179835,
3.95,4.80368140264,25.4438179835,
3.96666666667,4.80695391355,25.4438179835,
3.98333333333,4.81141642843,25.4452672116,
4,4.81974645621,25.4438179835,
4.01666666667,4.82361396911,25.4438179835,9
4.03333333333,4.82539897506,25.4438179835,
4.05,4.82688648002,25.446716439,
4.06666666667,4.83253899887,25.4409195252,
4.08333333333,4.83551400879,25.4409195252,
4.1,4.83938152168,25.4452672116,
4.11666666667,4.83967902268,25.4423687547,
4.13333333333,4.84324903458,25.4423687547,
4.15,4.84800905045,25.4452672116,
4.16666666667,4.85157906236,25.4438179835,
4.18333333333,4.85842158517,25.4452672116,
4.2,4.86020659113,25.4438179835,
4.21666666667,4.86347910204,25.446716439,9.5
4.23333333333,4.86734661493,25.4452672116,
4.25,4.87359413577,25.446716439,
4.26666666667,4.87686664668,25.4438179835,
4.28333333333,4.88103166057,25.4481656657,
4.3,4.88370916949,25.4481656657,
4.31666666667,4.8872791814,25.4452672116,
4.33333333333,4.89233669826,25.446716439,
4.35,4.89620421116,25.4481656657,
4.36666666667,4.89977422306,25.4496148918,
4.38333333333,4.90393923695,25.4481656657,10
4.4,4.90988925679,25.446716439,
4.41666666667,4.91226926473,25.4510641171,
4.43333333333,4.91524427465,25.4510641171,
4.45,4.91851678556,25.4496148918,
4.46666666667,4.92059929251,25.4554117891,
4.48333333333,4.92476430639,25.4525133418,
4.5,4.93130932822,25.4525133418,
4.51666666667,4.93398683715,25.4496148918,
4.53333333333,4.93487934012,25.4554117891,
4.55,4.93844935203,25.459759455,10.5
4.56666666667,4.94469687286,25.4539625658,
4.58333333333,4.95034939171,25.4583102337,
4.6,4.95243189865,25.4568610117,
4.61666666667,4.95362190262,25.4554117891,
4.63333333333,4.95927442147,25.4641071149,
4.65,4.96314193436,25.4641071149,
4.66666666667,4.96819945123,25.4626578956,
4.68333333333,4.97147196214,25.4655563336,
4.7,4.97325696809,25.4612086756,
4.71666666667,4.97623197801,25.4641071149,
4.73333333333,4.98188449686,25.4626578956,11
4.75,4.98634701174,25.4641071149,
4.76666666667,4.99051202563,25.4655563336,
4.78333333333,4.99318953456,25.4612086756,
4.8,4.99497454051,25.4655563336,
4.81666666667,4.99735454845,25.4626578956,
4.83333333333,5.00300706729,25.4699039856,
4.85,5.0065770792,25.4699039856,
4.86666666667,5.00984959011,25.4684547689,
4.88333333333,5.01312210102,25.4670055516,
4.9,5.01550210896,25.4684547689,11.5
4.91666666667,5.02353463574,25.4699039856,
4.93333333333,5.02680714666,25.4684547689,
4.95,5.0288896536,25.4670055516,
4.96666666667,5.03305466749,25.472802417,
4.98333333333,5.03394717046,25.4713532016,
5,5.03870718634,25.472802417,
5.01666666667,5.04703721411,25.4713532016,
5.03333333333,5.04822721808,25.4757008459,
5.05,5.05179722999,25.4771500594,
5.06666666667,5.05387973693,25.472802417,
5.08333333333,5.05774724983,25.472802417,
5.1,5.06161476272,25.4757008459,12
5.11666666667,5.06548227562,25.4757008459,
5.13333333333,5.06667227959,25.4771500594,
5.15,5.07083729348,25.4800484845,
5.16666666667,5.07410980439,25.4785992723,
5.18333333333,5.0773823153,25.4785992723,
5.2,5.08333233514,25.4800484845,
5.21666666667,5.08541484208,25.4843961175,
5.23333333333,5.09076985994,25.4829469071,
5.25,5.09909988772,25.4829469071,
5.26666666667,5.10326490161,25.4843961175,12.5
5.28333333333,5.10504990756,25.4858453272,
5.3,5.10921492145,25.4843961175,
5.31666666667,5.11308243434,25.4800484845,
5.33333333333,5.11486744029,25.4858453272,
5.35,5.12260246609,25.4872945363,
5.36666666667,5.12736248196,25.4887437448,
5.38333333333,5.12914748791,25.4872945363,
5.4,5.13658501271,25.4887437448,13
5.41666666667,5.13926252164,25.49164216,
5.43333333333,5.14164252958,25.4901929527,
5.45,5.14491504049,25.4901929527,
5.46666666667,5.15056755934,25.4930913667,
5.48333333333,5.15503007422,25.4901929527,
5.5,5.16008759108,25.49164216,
5.51666666667,5.16574010993,25.49164216,
5.53333333333,5.17317763473,25.4945405728,
5.55,5.17585514366,25.4930913667,13.5
5.56666666667,5.18061515953,25.4930913667,
5.58333333333,5.18448267243,25.49164216,
5.6,5.18894518731,25.4945405728,
5.61666666667,5.19459770616,25.4930913667,
5.63333333333,5.19846521905,25.4974389832,
5.65,5.20292773393,25.4959897783,
5.66666666667,5.20828275179,25.4959897783,14
5.68333333333,5.21423277163,25.4959897783,
5.7,5.21750528254,25.4974389832,
5.71666666667,5.22167029643,25.4974389832,
5.73333333333,5.2264303123,25.5003373912,
5.75,5.23446283909,25.5003373912,
5.76666666667,5.23624784504,25.4988881875,
5.78333333333,5.24071035992,25.4988881875,
5.8,5.24695788075,25.5017865943,
5.81666666667,5.25052789265,25.4988881875,
5.83333333333,5.25469290654,25.5003373912,
5.85,5.25885792043,25.5032357969,14.5
5.86666666667,5.26421293829,25.5061342002,
5.88333333333,5.26986545714,25.5061342002,
5.9,5.27403047102,25.5046849988,
5.91666666667,5.2787904869,25.5046849988,
5.93333333333,5.2859305107,25.5046849988,
5.95,5.29039302559,25.5017865943,
5.96666666667,5.29336803551,25.5061342002,
5.98333333333,5.29753304939,25.5046849988,
6,5.3011030613,25.5104818009,15
6.01666666667,5.30645807915,25.5046849988,
6.03333333333,5.31121809503,25.507583401,
6.05,5.3159781109,25.507583401,
6.06666666667,5.32371313669,25.5090326013,
6.08333333333,5.33025815852,25.5090326013,
6.1,5.3344231724,25.5046849988,
6.11666666667,5.33531567538,25.5104818009,15.5
6.13333333333,5.33888568728,25.5104818009,
6.15,5.34305070117,25.511931,
6.16666666667,5.34989322399,25.5104818009,
6.18333333333,5.35405823788,25.5090326013,
6.2,5.35971075673,25.5090326013,
6.21666666667,5.36476827359,25.5090326013,
6.23333333333,5.3680407845,25.5090326013,
6.25,5.37904832121,25.511931,16
6.26666666667,5.38708084799,25.511931,
6.28333333333,5.39213836486,25.511931,
6.3,5.40106339462,25.511931,
6.31666666667,5.40582341049,25.511931,
6.33333333333,5.4129634343,25.5104818009,
6.35,5.41593844422,25.5133801985,
6.36666666667,5.423970971,25.511931,
6.38333333333,5.42962348985,25.5133801985,16.5
6.4,5.43289600076,25.5133801985,
6.41666666667,5.4388460206,25.511931,
6.43333333333,5.44360603648,25.5148293965,
6.45,5.44747354937,25.5133801985,
6.46666666667,5.45342356921,25.5133801985,
6.48333333333,5.46056359302,25.5133801985,
6.5,5.46264609996,25.5133801985,
6.51666666667,5.46740611584,25.5133801985,
6.53333333333,5.47573614361,25.5133801985,
6.55,5.48049615949,25.5148293965,
6.56666666667,5.48406617139,25.5162785939,17
6.58333333333,5.48644617933,25.5148293965,
6.6,5.49150369619,25.5133801985,
6.61666666667,5.50072622694,25.5162785939,
6.63333333333,5.50429623885,25.5148293965,
6.65,5.5096512567,25.5162785939,
6.66666666667,5.51560127654,25.5148293965,
6.68333333333,5.51917128845,25.5148293965,
6.7,5.52393130432,25.5148293965,
6.71666666667,5.5283938192,25.5133801985,17.5
6.73333333333,5.535831344,25.5162785939,
6.75,5.53910385491,25.5148293965,
6.76666666667,5.54445887277,25.5177277908,
6.78333333333,5.55249139955,25.5148293965,
6.8,5.55695391443,25.5191769871,
6.81666666667,5.5620114313,25.5148293965,
6.83333333333,5.56677144717,25.5191769871,
6.85,5.573018968,25.5162785939,
6.86666666667,5.57837398586,25.5177277908,18
6.88333333333,5.5804564928,25.5206261828,
6.9,5.58283650074,25.5177277908,
6.91666666667,5.5881915186,25.5191769871,
6.93333333333,5.59681904736,25.5206261828,
6.95,5.60276906721,25.5206261828,
6.96666666667,5.610504093,25.5249737668,
6.98333333333,5.61526410887,25.5191769871,
7,5.62329663565,25.5191769871,
7.01666666667,5.63043665946,25.5235245727,
7.03333333333,5.63757668327,25.5235245727,
7.05,5.63936168922,25.5235245727,18.5
7.06666666667,5.64501420807,25.5235245727,
7.08333333333,5.65453423982,25.5206261828,
7.1,5.65721174874,25.5249737668,
7.11666666667,5.66554177652,25.5235245727,
7.13333333333,5.66821928545,25.5235245727,
7.15,5.67297930132,25.5235245727,
7.16666666667,5.67684681422,25.5249737668,
7.18333333333,5.68339183604,25.5278721534,19
7.2,5.68904435489,25.5249737668,
7.21666666667,5.69350686977,25.522075378,
7.23333333333,5.7000518916,25.5264229603,
7.25,5.70897692136,25.5293213459,
7.26666666667,5.71343943624,25.5264229603,
7.28333333333,5.722364466,25.5336689202,
7.3,5.73039699278,25.5264229603,
7.31666666667,5.73664451361,25.5307705378,
7.33333333333,5.74348703643,25.5322197293,
7.35,5.74794955131,25.5293213459,
7.36666666667,5.75360207016,25.5293213459,
7.38333333333,5.76133709595,25.5307705378,19.5
7.4,5.76579961083,25.5307705378,
7.41666666667,5.77769965051,25.5307705378,
7.43333333333,5.7857321773,25.5336689202,
7.45,5.78840968623,25.5293213459,
7.46666666667,5.79763221698,25.5293213459,
7.48333333333,5.80715224872,25.5293213459,
7.5,5.81339976955,25.5264229603,
7.51666666667,5.82024229237,25.5307705378,20
7.53333333333,5.82827481916,25.5307705378,
7.55,5.83333233602,25.5322197293,
7.56666666667,5.84017485884,25.5322197293,
7.58333333333,5.84731488265,25.5293213459,
7.6,5.8565374134,25.5322197293,
7.61666666667,5.86099992828,25.5307705378,
7.63333333333,5.86694994812,25.5293213459,20.2
7.65,5.87408997193,25.5293213459,
7.66666666667,5.88093249474,25.5322197293,
7.68333333333,5.88480000764,25.5293213459,
7.7,5.89342753641,25.5336689202,
7.71666666667,5.9011625622,25.5322197293,20.5
7.73333333333,5.91068259395,25.5322197293,
7.75,5.92109512867,25.5336689202,
7.76666666667,5.93448267331,25.5351181106,
7.78333333333,5.94043269315,25.5351181106,
7.8,5.95025022588,25.5322197293,
7.81666666667,5.95828275267,25.5336689202,
7.83333333333,5.96631527945,25.5336689202,20.7
7.85,5.98148783005,25.5365673005,
7.86666666667,5.99130536278,25.5351181106,
7.88333333333,5.99725538262,25.5365673005,
7.9,6.0055854104,25.5365673005,
7.91666666667,6.01034542627,25.5365673005,
7.93333333333,6.02046046,25.5365673005,
7.95,6.03384800464,25.5351181106,21
7.96666666667,6.04783055127,25.5351181106,
7.98333333333,6.057648084,25.5351181106,
8,6.06716811575,25.5351181106,
8.01666666667,6.08085316138,25.5351181106,21.2
8.03333333333,6.08918318916,25.5365673005,
8.05,6.09840571991,25.5365673005,
8.06666666667,6.10911575562,25.5365673005,
8.08333333333,6.1210157953,25.5351181106,21.5
8.1,6.13053582705,25.5336689202,
8.11666666667,6.14154336375,25.5365673005,
8.13333333333,6.1585009203,25.5365673005,
8.15,6.16623594609,25.5365673005,
8.16666666667,6.18021849271,25.5365673005,21.7
8.18333333333,6.19271353438,25.5365673005,
8.2,6.20193606513,25.5365673005,
8.21666666667,6.21532360977,25.5365673005,
8.23333333333,6.22990115838,25.5365673005,
8.25,6.24150369707,25.5380164898,22
8.26666666667,6.25399873874,25.5365673005,
8.28333333333,6.26530377643,25.5380164898,
8.3,6.27690631512,25.5380164898,
8.31666666667,6.29297136869,25.5394656787,
8.33333333333,6.30814391928,25.5394656787,22.2
8.35,6.32391147186,25.5380164898,
8.36666666667,6.33640651352,25.5380164898,
8.38333333333,6.35425657305,25.5380164898,
8.4,6.36734661669,25.5380164898,
8.41666666667,6.38281666828,25.5380164898,22.5
8.43333333333,6.39858422086,25.5394656787,
8.45,6.42089679526,25.5380164898,
8.46666666667,6.43547434387,25.5365673005,
8.48333333333,6.45600191232,25.5365673005,
8.5,6.47295946886,25.5380164898,22.7
8.51666666667,6.49289203533,25.540914867,
8.53333333333,6.51758461766,25.5365673005,
8.55,6.53454217421,25.5394656787,
8.56666666667,6.55774725159,25.5380164898,
8.58333333333,6.579464824,25.5380164898,23
8.6,6.61248743412,25.540914867,
8.61666666667,6.63301500257,25.5394656787,
8.63333333333,6.65681508193,25.5380164898,
8.65,6.67793765236,25.5394656787,
8.66666666667,6.70411773966,25.5394656787,23.2
8.68333333333,6.73357033787,25.5394656787,
8.7,6.76094042914,25.5394656787,
8.71666666667,6.78712051643,25.5394656787,
8.73333333333,6.81240810076,25.5365673005,
8.75,6.84543071087,25.5380164898,
8.76666666667,6.87756081801,25.5394656787,23.5
8.78333333333,6.91207093308,25.5394656787,
8.8,6.94301103625,25.5394656787,
8.81666666667,6.97781865232,25.5380164898,
8.83333333333,7.0156012783,25.5380164898,
8.85,7.0530864033,25.5394656787,
8.86666666667,7.09741405111,25.5380164898,24
8.88333333333,7.13965919198,25.5394656787,
8.9,7.18666434872,25.540914867,
8.91666666667,7.2357520124,25.5380164898,
8.93333333333,7.27502214335,25.5394656787,
8.95,7.33035732786,25.5394656787,
8.96666666667,7.39253503519,25.5380164898,24.5
8.98333333333,7.44578771276,25.5394656787,
9,7.50528791117,25.5380164898,
9.01666666667,7.58174566612,25.5380164898,
9.03333333333,7.65969092603,25.5365673005,
9.05,7.74953622562,25.5380164898,
9.06666666667,7.86437160854,25.5380164898,
9.08333333333,7.96879445673,25.5394656787,
9.1,8.08095233073,25.5380164898,
9.11666666667,8.20620024837,25.5380164898,
9.13333333333,8.34900072453,25.5380164898,
9.15,8.5218488009,25.5380164898,
9.16666666667,8.68725935246,25.5365673005,
9.18333333333,8.86248743676,25.5380164898,
9.2,9.03295550519,25.5365673005,
9.21666666667,9.21770362123,25.5365673005,25
9.23333333333,9.42565681465,25.5365673005,
9.25,9.62557748129,25.5365673005,
9.26666666667,9.81419311023,25.5365673005,
9.28333333333,9.99150370147,25.5365673005,
9.3,10.158401758,25.5336689202,
9.31666666667,10.3264898185,25.5351181106,
9.33333333333,10.4889253601,25.5351181106,25.2
9.35,10.6367833532,25.5351181106,
9.36666666667,10.7730388075,25.5336689202,
9.38333333333,10.90274924,25.5351181106,
9.4,11.0122296051,25.5351181106,
9.41666666667,11.1187349602,25.5351181106,
9.43333333333,11.2136377767,25.5307705378,
9.45,11.2877155237,25.5336689202,
9.46666666667,11.3609007677,25.5307705378,25.5
9.48333333333,11.4412260356,25.5278721534,
9.5,11.5090562618,25.5307705378,
9.51666666667,11.5611189354,25.5278721534,
9.53333333333,11.6036615772,25.5278721534,
9.55,11.6423367062,25.5264229603,
9.56666666667,11.6789293282,25.5235245727,
9.58333333333,11.7173069562,25.5235245727,
9.6,11.7452720494,25.5249737668,
9.61666666667,11.7675846238,25.5235245727,26
9.63333333333,11.7913847032,25.5235245727,
9.65,11.8092347627,25.522075378,
9.66666666667,11.834819848,25.5235245727,
9.68333333333,11.8473148897,25.5206261828,
9.7,11.8630824423,25.5206261828,
9.71666666667,11.8818250048,25.5177277908,
9.73333333333,11.8877750246,25.5162785939,
9.75,11.9053275831,25.5162785939,
9.76666666667,11.9199051317,25.5177277908,
9.78333333333,11.9261526526,25.5162785939,
9.8,11.9416227042,25.5162785939,26.2
9.81666666667,11.9443002131,25.5148293965,
9.83333333333,11.9621502726,25.5133801985,
9.85,11.9719678053,25.5133801985,
9.86666666667,11.9811903361,25.5133801985,
9.88333333333,11.9913053698,25.5133801985,
9.9,11.9999328986,25.5133801985,
9.91666666667,12.0183779601,25.5133801985,26.5
9.93333333333,12.023732978,25.511931,
9.95,12.0350380157,25.511931,
9.96666666667,12.0472355563,25.511931,
9.98333333333,12.0516980712,25.5090326013,
10,12.061218103,25.507583401,
10.0166666667,12.0624081069,25.5061342002,26.7
10.0333333333,12.0754981506,25.5061342002,
10.05,12.0802581664,25.5032357969,
10.0666666667,12.0850181823,25.5003373912,
10.0833333333,12.096620721,25.5017865943,
10.1,12.0992982299,25.4988881875,
10.1166666667,12.1085207607,25.4959897783,
10.1333333333,12.1135782775,25.4959897783,
10.15,12.1171482894,25.4974389832,27
10.1666666667,12.1296433311,25.4959897783,
10.1833333333,12.132915842,25.4959897783,
10.2,12.1385683609,25.4945405728,
10.2166666667,12.1403533668,25.49164216,
10.2333333333,12.1486833946,25.49164216,
10.25,12.1605834343,25.49164216,
10.2666666667,12.1605834343,25.49164216,
10.2833333333,12.1659384521,25.49164216,
10.3,12.170698468,25.49164216,
10.3166666667,12.1784334938,25.4930913667,
10.3333333333,12.1870610226,25.4901929527,
10.35,12.1924160404,25.49164216,
10.3666666667,12.2001510662,25.4930913667,
10.3833333333,12.2031260761,25.49164216,
10.4,12.209373597,25.49164216,
10.4166666667,12.2197861317,25.4887437448,
10.4333333333,12.2230586426,25.4901929527,
10.45,12.2293061634,25.4887437448,
10.4666666667,12.2364461872,25.4887437448,
10.4833333333,12.245073716,25.4887437448,
10.5,12.245371217,25.4843961175,
10.5166666667,12.2507262349,25.4858453272,
10.5333333333,12.2572712567,25.4858453272,
10.55,12.2644112805,25.4829469071,
10.5666666667,12.2661962865,25.4829469071,
10.5833333333,12.2733363103,25.4829469071,
10.6,12.2783938271,25.4814976961,
10.6166666667,12.283153843,25.4843961175,
10.6333333333,12.2876163579,25.4814976961,
10.65,12.2911863698,25.4785992723,
10.6666666667,12.2983263936,25.4785992723,
10.6833333333,12.3024914075,25.4800484845,
10.7,12.3069539224,25.4771500594,
10.7166666667,12.3149864491,25.4742516318,
10.7333333333,12.318853962,25.4713532016,
10.75,12.32123397,25.472802417,
10.7666666667,12.3253989839,25.4684547689,
10.7833333333,12.3298614987,25.4699039856,
10.8,12.3352165166,25.4670055516,
10.8166666667,12.3364065206,25.4655563336,
10.8333333333,12.3423565404,25.4641071149,
10.85,12.3486040612,25.4655563336,
10.8666666667,12.3536615781,25.4641071149,
10.8833333333,12.3539590791,25.459759455,
10.9,12.358719095,25.4583102337,
10.9166666667,12.3634791108,25.4583102337,
10.9333333333,12.3688341287,25.4554117891,
10.95,12.3727016416,25.4568610117,
10.9666666667,12.3777591585,25.4554117891,
10.9833333333,12.3780566595,25.4539625658,
