Latest: Time (min),Latest: pH,Latest: Temperature (°C),Latest: Volume of NaOH Added (cm³),Run 1: Time (min),Run 1: pH,Run 1: Temperature (°C),Run 1: Volume of NaOH Added (cm³)
1.8,4.492,26.1611573567,,1.8,4.488,26.0510179127,
1.81666666667,4.538,26.1597081304,,1.81666666667,4.507,26.0495687305,
1.83333333333,4.518,26.1597081304,,1.83333333333,4.498,26.0539162786,
1.85,4.497,26.1611573567,,1.85,4.509,26.0597130161,
1.86666666667,4.551,26.1597081304,5.5,1.86666666667,4.494,26.0597130161,
1.88333333333,4.560,26.1611573567,,1.88333333333,4.560,26.0626113877,
1.9,4.581,26.1611573567,,1.9,4.518,26.0655097614,
1.91666666667,4.608,26.1611573567,,1.91666666667,4.490,26.066958949,
1.93333333333,4.547,26.1626065838,,1.93333333333,4.531,26.0684081371,
1.95,4.602,26.1626065838,,1.95,4.506,26.0684081371,5
1.96666666667,4.581,26.1626065838,,1.96666666667,4.569,26.0684081371,
1.98333333333,4.627,26.1626065838,,1.98333333333,4.544,26.0684081371,
2,4.598,26.1640558114,,2,4.544,26.0698573257,
2.01666666667,4.696,26.1669542689,6,2.01666666667,4.556,26.0684081371,
2.03333333333,4.618,26.1684034987,,2.03333333333,4.513,26.0698573257,
2.05,4.638,26.1698527292,,2.05,4.543,26.0698573257,
2.06666666667,4.650,26.1742004249,,2.06666666667,4.536,26.0713065148,
2.08333333333,4.687,26.1756496582,,2.08333333333,4.597,26.0742048946,
2.1,4.670,26.1742004249,,2.1,4.548,26.0756540853,
2.11666666667,4.668,26.178548127,,2.11666666667,4.584,26.0756540853,5.5
2.13333333333,4.635,26.1799973625,,2.13333333333,4.587,26.0800016605,
2.15,4.717,26.1843450733,6.5,2.15,4.630,26.0829000466,
2.16666666667,4.698,26.1843450733,,2.16666666667,4.575,26.0857984349,
2.18333333333,4.698,26.1843450733,,2.18333333333,4.564,26.0857984349,
2.2,4.718,26.1857943116,,2.2,4.595,26.0886968253,
2.21666666667,4.694,26.1886927906,,2.21666666667,4.600,26.0915952179,
2.23333333333,4.752,26.1886927906,,2.23333333333,4.611,26.093044415,6
2.25,4.706,26.1930405147,7,2.25,4.666,26.095942811,
2.26666666667,4.742,26.1886927906,,2.26666666667,4.651,26.095942811,
2.28333333333,4.703,26.1901420312,,2.28333333333,4.627,26.0988412092,
2.3,4.731,26.1973882455,,2.3,4.666,26.1046380124,
2.31666666667,4.742,26.1988374906,,2.31666666667,4.648,26.1060872147,
2.33333333333,4.766,26.1973882455,,2.33333333333,4.634,26.1089856209,
2.35,4.712,26.2002867364,,2.35,4.663,26.1104348249,6.5
2.36666666667,4.781,26.2017359831,7.5,2.36666666667,4.689,26.1118840295,
2.38333333333,4.817,26.2060837275,,2.38333333333,4.664,26.1118840295,
2.4,4.815,26.2075329773,,2.4,4.711,26.1133332347,
2.41666666667,4.734,26.2089822277,,2.41666666667,4.678,26.1118840295,
2.43333333333,4.784,26.2162284919,,2.43333333333,4.694,26.1133332347,
2.45,4.819,26.2147792375,,2.45,4.668,26.1118840295,
2.46666666667,4.838,26.2147792375,8,2.46666666667,4.646,26.1147824405,
2.48333333333,4.831,26.2176777471,,2.48333333333,4.688,26.1147824405,
2.5,4.821,26.2220255175,,2.5,4.657,26.1162316469,
2.51666666667,4.819,26.2234747759,,2.51666666667,4.670,26.1191300614,
2.53333333333,4.862,26.2249240351,,2.53333333333,4.727,26.1191300614,
2.55,4.888,26.227822556,,2.55,4.788,26.1220284784,
2.56666666667,4.829,26.2292718177,,2.56666666667,4.718,26.1220284784,
2.58333333333,4.859,26.2292718177,,2.58333333333,4.693,26.1234776878,
2.6,4.871,26.2307210801,,2.6,4.755,26.1263761085,
2.61666666667,4.839,26.2307210801,,2.61666666667,4.703,26.1307237442,
2.63333333333,4.903,26.2307210801,,2.63333333333,4.726,26.1365206006,
2.65,4.880,26.2321703434,,2.65,4.771,26.1394190326,
2.66666666667,4.852,26.2307210801,,2.66666666667,4.780,26.1408682496,
2.68333333333,4.912,26.2365181383,,2.68333333333,4.737,26.1466651241,
2.7,4.910,26.2336196075,,2.7,4.702,26.1466651241,7.5
2.71666666667,4.976,26.2365181383,,2.71666666667,4.814,26.1481143443,
2.73333333333,4.894,26.2365181383,,2.73333333333,4.848,26.1481143443,
2.75,4.911,26.2365181383,,2.75,4.747,26.1524620091,
2.76666666667,4.932,26.2350688725,,2.76666666667,4.812,26.1553604556,
2.78333333333,4.949,26.2408659406,,2.78333333333,4.776,26.153911232,
2.8,4.974,26.2394166723,,2.8,4.775,26.153911232,
2.81666666667,4.916,26.2394166723,,2.81666666667,4.785,26.153911232,
2.83333333333,4.941,26.2423152097,9.5,2.83333333333,4.813,26.1553604556,
2.85,4.930,26.2423152097,,2.85,4.779,26.1582589048,8
2.86666666667,4.974,26.2423152097,,2.86666666667,4.809,26.1597081304,
2.88333333333,4.947,26.2408659406,,2.88333333333,4.823,26.1611573567,
2.9,4.969,26.2394166723,,2.9,4.818,26.1597081304,
2.91666666667,5.005,26.2379674049,10,2.91666666667,4.819,26.1626065838,
2.93333333333,5.003,26.2437644797,,2.93333333333,4.838,26.1611573567,
2.95,5.005,26.2423152097,,2.95,4.808,26.1611573567,
2.96666666667,4.997,26.2408659406,,2.96666666667,4.801,26.1611573567,
2.98333333333,4.981,26.2452137505,,2.98333333333,4.867,26.1611573567,
3,5.008,26.2452137505,,3,4.854,26.1611573567,
3.01666666667,5.002,26.2466630222,10.5,3.01666666667,4.868,26.1611573567,8.5
3.03333333333,5.109,26.2466630222,,3.03333333333,4.876,26.1611573567,
3.05,5.042,26.2481122947,,3.05,4.893,26.1611573567,
3.06666666667,5.043,26.2481122947,,3.06666666667,4.920,26.1611573567,
3.08333333333,5.046,26.2524601173,,3.08333333333,4.884,26.1626065838,
3.1,5.049,26.2481122947,,3.1,4.846,26.1626065838,
3.11666666667,4.983,26.2510108423,,3.11666666667,4.895,26.1626065838,
3.13333333333,5.081,26.2524601173,,3.13333333333,4.871,26.1626065838,
3.15,5.063,26.2524601173,11,3.15,4.854,26.1640558114,
3.16666666667,5.042,26.2539093933,,3.16666666667,4.878,26.1655050398,
3.18333333333,5.109,26.2539093933,,3.18333333333,4.942,26.1698527292,
3.2,5.101,26.2553586701,,3.2,4.917,26.1684034987,
3.21666666667,5.077,26.2539093933,,3.21666666667,4.875,26.1713019604,
3.23333333333,5.142,26.2553586701,,3.23333333333,4.868,26.1742004249,
3.25,5.087,26.2568079478,11.5,3.25,4.919,26.1727511923,
3.26666666667,5.184,26.2582572264,,3.26666666667,4.906,26.1698527292,
3.28333333333,5.133,26.2582572264,,3.28333333333,4.864,26.1756496582,
3.3,5.122,26.2582572264,,3.3,4.896,26.1770988922,
3.31666666667,5.114,26.2582572264,,3.31666666667,4.918,26.1799973625,
3.33333333333,5.136,26.2582572264,,3.33333333333,4.945,26.1828958356,
3.35,5.147,26.2597065058,,3.35,4.916,26.1843450733,
3.36666666667,5.153,26.2611557861,,3.36666666667,4.956,26.1843450733,9.5
3.38333333333,5.127,26.2626050673,,3.38333333333,4.888,26.1857943116,
3.4,5.165,26.2655036323,,3.4,4.924,26.1872435508,
3.41666666667,5.120,26.2640543494,,3.41666666667,4.981,26.1857943116,
3.43333333333,5.199,26.2655036323,,3.43333333333,4.963,26.1886927906,
3.45,5.144,26.2684022009,,3.45,4.939,26.1915912726,
3.46666666667,5.150,26.2727500605,,3.46666666667,4.924,26.1901420312,
3.48333333333,5.158,26.2698514865,,3.48333333333,4.955,26.1915912726,
3.5,5.176,26.2741993488,,3.5,4.944,26.1959390011,
3.51666666667,5.136,26.2741993488,12.5,3.51666666667,5.019,26.1944897575,
3.53333333333,5.214,26.271300773,,3.53333333333,4.961,26.1944897575,10
3.55,5.210,26.2741993488,,3.55,4.966,26.1988374906,
3.56666666667,5.197,26.2727500605,,3.56666666667,4.996,26.2031852304,
3.58333333333,5.204,26.275648638,,3.58333333333,5.001,26.2060837275,
3.6,5.203,26.275648638,,3.6,4.950,26.2046344786,
3.61666666667,5.205,26.2770979282,,3.61666666667,5.014,26.2060837275,
3.63333333333,5.234,26.2770979282,,3.63333333333,5.047,26.211880731,10.5
3.65,5.261,26.2770979282,,3.65,4.995,26.2147792375,
3.66666666667,5.272,26.2770979282,,3.66666666667,4.996,26.2176777471,
3.68333333333,5.213,26.2770979282,,3.68333333333,4.995,26.2205762599,
3.7,5.234,26.2770979282,,3.7,5.092,26.2220255175,
3.71666666667,5.276,26.2770979282,,3.71666666667,5.010,26.2234747759,
3.73333333333,5.247,26.2770979282,,3.73333333333,5.018,26.2220255175,
3.75,5.237,26.2770979282,,3.75,5.024,26.2220255175,
3.76666666667,5.252,26.2770979282,,3.76666666667,4.980,26.2263732952,
3.78333333333,5.299,26.2770979282,,3.78333333333,5.090,26.2292718177,
3.8,5.259,26.2770979282,,3.8,5.006,26.227822556,
3.81666666667,5.301,26.2770979282,,3.81666666667,5.043,26.2307210801,
3.83333333333,5.274,26.2785472192,,3.83333333333,5.032,26.2307210801,
3.85,5.301,26.2785472192,,3.85,5.013,26.2292718177,11
3.86666666667,5.297,26.2785472192,,3.86666666667,5.028,26.2321703434,
3.88333333333,5.308,26.2785472192,,3.88333333333,5.025,26.2307210801,
3.9,5.306,26.2785472192,,3.9,5.082,26.2336196075,
3.91666666667,5.361,26.2799965112,14.5,3.91666666667,5.063,26.2350688725,
3.93333333333,5.350,26.2799965112,,3.93333333333,5.087,26.2350688725,
3.95,5.310,26.2828950979,,3.95,5.075,26.2365181383,
3.96666666667,5.384,26.2814458041,,3.96666666667,5.128,26.2365181383,
3.98333333333,5.344,26.2828950979,,3.98333333333,5.057,26.2394166723,
4,5.328,26.2843443926,,4,5.068,26.2350688725,
4.01666666667,5.386,26.2857936882,,4.01666666667,5.093,26.2336196075,
4.03333333333,5.367,26.2828950979,,4.03333333333,5.088,26.2350688725,11.5
4.05,5.337,26.2857936882,,4.05,5.073,26.2365181383,
4.06666666667,5.371,26.2872429848,,4.06666666667,5.094,26.2408659406,
4.08333333333,5.350,26.2828950979,,4.08333333333,5.110,26.2423152097,
4.1,5.335,26.2872429848,,4.1,5.099,26.2394166723,
4.11666666667,5.393,26.2857936882,,4.11666666667,5.081,26.2423152097,
4.13333333333,5.379,26.2872429848,,4.13333333333,5.134,26.2481122947,
4.15,5.382,26.2901415807,15.5,4.15,5.081,26.2466630222,
4.16666666667,5.416,26.2857936882,,4.16666666667,5.161,26.2466630222,
4.18333333333,5.393,26.2886922823,,4.18333333333,5.161,26.2510108423,12
4.2,5.431,26.2901415807,,4.2,5.115,26.2524601173,
4.21666666667,5.460,26.2901415807,,4.21666666667,5.138,26.2524601173,
4.23333333333,5.470,26.2901415807,,4.23333333333,5.165,26.2510108423,
4.25,5.397,26.2915908801,,4.25,5.149,26.2524601173,
4.26666666667,5.479,26.2886922823,16,4.26666666667,5.152,26.2539093933,
4.28333333333,5.447,26.2886922823,,4.28333333333,5.143,26.2553586701,
4.3,5.468,26.2886922823,,4.3,5.171,26.2539093933,
4.31666666667,5.486,26.2886922823,,4.31666666667,5.154,26.2524601173,
4.33333333333,5.480,26.2915908801,,4.33333333333,5.171,26.2539093933,
4.35,5.430,26.2930401804,,4.35,5.069,26.2539093933,12.5
4.36666666667,5.512,26.2915908801,,4.36666666667,5.123,26.2539093933,
4.38333333333,5.457,26.2915908801,,4.38333333333,5.148,26.2568079478,
4.4,5.467,26.2930401804,,4.4,5.171,26.2568079478,
4.41666666667,5.522,26.297388087,16.5,4.41666666667,5.209,26.2568079478,
4.43333333333,5.518,26.2959387839,,4.43333333333,5.162,26.2568079478,
4.45,5.485,26.297388087,,4.45,5.208,26.2568079478,
4.46666666667,5.515,26.2988373911,,4.46666666667,5.147,26.2611557861,
4.48333333333,5.564,26.297388087,,4.48333333333,5.178,26.2611557861,
4.5,5.506,26.297388087,,4.5,5.198,26.2626050673,
4.51666666667,5.556,26.2944894817,,4.51666666667,5.215,26.2597065058,
4.53333333333,5.532,26.2959387839,,4.53333333333,5.214,26.2597065058,13
4.55,5.563,26.2988373911,,4.55,5.215,26.2611557861,
4.56666666667,5.540,26.2988373911,,4.56666666667,5.186,26.2611557861,
4.58333333333,5.602,26.3002866962,,4.58333333333,5.185,26.2640543494,
4.6,5.587,26.3002866962,,4.6,5.189,26.2669529162,
4.61666666667,5.592,26.3002866962,,4.61666666667,5.187,26.2640543494,
4.63333333333,5.584,26.3002866962,,4.63333333333,5.198,26.2640543494,
4.65,5.600,26.3017360022,17.5,4.65,5.252,26.2655036323,
4.66666666667,5.659,26.3017360022,,4.66666666667,5.245,26.2655036323,
4.68333333333,5.667,26.3017360022,,4.68333333333,5.229,26.2669529162,
4.7,5.618,26.3002866962,,4.7,5.246,26.2684022009,13.5
4.71666666667,5.600,26.3031853091,,4.71666666667,5.264,26.2727500605,
4.73333333333,5.644,26.3031853091,,4.73333333333,5.241,26.2727500605,
4.75,5.661,26.3002866962,,4.75,5.264,26.2698514865,
4.76666666667,5.601,26.3060839259,,4.76666666667,5.270,26.271300773,
4.78333333333,5.657,26.304634617,18,4.78333333333,5.267,26.2727500605,
4.8,5.710,26.304634617,,4.8,5.294,26.2741993488,
4.81666666667,5.723,26.3060839259,,4.81666666667,5.280,26.2741993488,
4.83333333333,5.701,26.3060839259,,4.83333333333,5.290,26.2770979282,
4.85,5.728,26.3075332358,,4.85,5.273,26.275648638,
4.86666666667,5.707,26.3075332358,,4.86666666667,5.284,26.275648638,
4.88333333333,5.706,26.3060839259,,4.88333333333,5.264,26.2770979282,14
4.9,5.688,26.3089825466,18.5,4.9,5.275,26.275648638,
4.91666666667,5.737,26.3089825466,,4.91666666667,5.288,26.2770979282,
4.93333333333,5.702,26.3075332358,,4.93333333333,5.334,26.2770979282,
4.95,5.731,26.3118811711,,4.95,5.277,26.2770979282,
4.96666666667,5.775,26.3118811711,,4.96666666667,5.272,26.2770979282,
4.98333333333,5.732,26.3089825466,,4.98333333333,5.297,26.2785472192,
5,5.763,26.3162291153,,5,5.285,26.2770979282,
5.01666666667,5.756,26.3133304849,19,5.01666666667,5.283,26.2785472192,
5.03333333333,5.753,26.3104318584,,5.03333333333,5.334,26.2785472192,
5.05,5.781,26.3104318584,,5.05,5.347,26.2770979282,
5.06666666667,5.797,26.3133304849,,5.06666666667,5.325,26.2770979282,14.5
5.08333333333,5.806,26.3147797996,,5.08333333333,5.299,26.2785472192,
5.1,5.836,26.3147797996,,5.1,5.293,26.2770979282,
5.11666666667,5.839,26.3162291153,,5.11666666667,5.373,26.2785472192,
5.13333333333,5.780,26.3147797996,,5.13333333333,5.341,26.2770979282,
5.15,5.826,26.317678432,,5.15,5.344,26.2799965112,
5.16666666667,5.805,26.3162291153,19.5,5.16666666667,5.323,26.2785472192,
5.18333333333,5.845,26.3191277497,,5.18333333333,5.397,26.2799965112,
5.2,5.836,26.3147797996,,5.2,5.359,26.2814458041,
5.21666666667,5.876,26.3162291153,,5.21666666667,5.359,26.2799965112,
5.23333333333,5.905,26.317678432,,5.23333333333,5.314,26.2857936882,
5.25,5.896,26.3162291153,,5.25,5.361,26.2814458041,
5.26666666667,5.881,26.322026388,,5.26666666667,5.342,26.2843443926,
5.28333333333,5.860,26.3191277497,,5.28333333333,5.370,26.2886922823,
5.3,5.926,26.317678432,,5.3,5.357,26.2944894817,15
5.31666666667,5.901,26.322026388,20,5.31666666667,5.409,26.2930401804,
5.33333333333,5.930,26.322026388,,5.33333333333,5.401,26.2930401804,
5.35,5.954,26.322026388,,5.35,5.407,26.2988373911,
5.36666666667,5.956,26.3234757086,,5.36666666667,5.444,26.297388087,
5.38333333333,5.951,26.322026388,,5.38333333333,5.403,26.2988373911,
5.4,5.940,26.3234757086,,5.4,5.449,26.3002866962,
5.41666666667,5.994,26.3249250303,20.5,5.41666666667,5.443,26.3002866962,
5.43333333333,5.901,26.3278236766,,5.43333333333,5.379,26.3075332358,
5.45,5.955,26.326374353,,5.45,5.480,26.3147797996,
5.46666666667,5.981,26.3249250303,,5.46666666667,5.424,26.3191277497,
5.48333333333,6.066,26.3278236766,,5.48333333333,5.458,26.3162291153,16
5.5,6.013,26.3249250303,,5.5,5.436,26.322026388,
5.51666666667,6.115,26.326374353,,5.51666666667,5.502,26.3249250303,
5.53333333333,6.054,26.330722327,21,5.53333333333,5.505,26.3292730013,
5.55,6.107,26.330722327,,5.55,5.527,26.3350703101,
5.56666666667,6.069,26.330722327,,5.56666666667,5.536,26.3394183025,
5.58333333333,6.067,26.330722327,,5.58333333333,5.468,26.3423169692,
5.6,6.101,26.3336209814,21.2,5.6,5.512,26.3452156401,
5.61666666667,6.124,26.3336209814,,5.61666666667,5.532,26.3452156401,
5.63333333333,6.137,26.3336209814,,5.63333333333,5.549,26.3481143151,
5.65,6.155,26.3336209814,,5.65,5.505,26.346664977,
5.66666666667,6.180,26.3350703101,,5.66666666667,5.525,26.346664977,
5.68333333333,6.205,26.3365196399,21.5,5.68333333333,5.563,26.3524623355,17
5.7,6.230,26.3350703101,,5.7,5.546,26.3539116777,
5.71666666667,6.241,26.3321716537,,5.71666666667,5.569,26.3568103654,
5.73333333333,6.217,26.3336209814,,5.73333333333,5.540,26.3539116777,
5.75,6.252,26.3379689707,21.7,5.75,5.586,26.3568103654,
5.76666666667,6.282,26.3379689707,,5.76666666667,5.624,26.3524623355,
5.78333333333,6.262,26.3350703101,,5.78333333333,5.584,26.3539116777,
5.8,6.257,26.3350703101,,5.8,5.660,26.3524623355,
5.81666666667,6.289,26.3379689707,,5.81666666667,5.627,26.3539116777,
5.83333333333,6.304,26.3394183025,22,5.83333333333,5.602,26.355361021,
5.85,6.282,26.3408676353,,5.85,5.589,26.3524623355,
5.86666666667,6.356,26.3394183025,,5.86666666667,5.648,26.3582597108,
5.88333333333,6.349,26.3394183025,,5.88333333333,5.609,26.3597090573,
5.9,6.391,26.3394183025,22.2,5.9,5.649,26.3582597108,
5.91666666667,6.415,26.3408676353,,5.91666666667,5.671,26.3611584048,
5.93333333333,6.471,26.3365196399,,5.93333333333,5.660,26.3626077534,
5.95,6.423,26.3437663041,,5.95,5.660,26.3597090573,
5.96666666667,6.503,26.3437663041,22.5,5.96666666667,5.679,26.3611584048,
5.98333333333,6.531,26.3394183025,,5.98333333333,5.645,26.3626077534,
6,6.518,26.3423169692,,6,5.705,26.3655064539,18.5
6.01666666667,6.582,26.3408676353,,6.01666666667,5.708,26.3611584048,
6.03333333333,6.579,26.3437663041,,6.03333333333,5.687,26.3669558058,
6.05,6.617,26.3452156401,,6.05,5.707,26.3684051587,
6.06666666667,6.564,26.3437663041,,6.06666666667,5.775,26.3669558058,
6.08333333333,6.674,26.3437663041,23,6.08333333333,5.742,26.3684051587,
6.1,6.710,26.3452156401,,6.1,5.708,26.3698545128,
6.11666666667,6.721,26.3437663041,,6.11666666667,5.705,26.3698545128,
6.13333333333,6.739,26.3452156401,,6.13333333333,5.723,26.3698545128,
6.15,6.778,26.3437663041,,6.15,5.734,26.3698545128,
6.16666666667,6.806,26.346664977,23.5,6.16666666667,5.773,26.3713038679,
6.18333333333,6.831,26.3437663041,,6.18333333333,5.747,26.3713038679,
6.2,6.909,26.3452156401,,6.2,5.748,26.3713038679,
6.21666666667,6.964,26.3452156401,,6.21666666667,5.744,26.3698545128,
6.23333333333,6.963,26.3481143151,,6.23333333333,5.794,26.3698545128,
6.25,7.028,26.3452156401,,6.25,5.792,26.3713038679,
6.26666666667,7.065,26.346664977,,6.26666666667,5.797,26.3727532241,
6.28333333333,7.082,26.346664977,,6.28333333333,5.817,26.3742025814,
6.3,7.149,26.346664977,24,6.3,5.848,26.3756519398,19.5
6.31666666667,7.239,26.3481143151,,6.31666666667,5.848,26.3742025814,
6.33333333333,7.301,26.346664977,,6.33333333333,5.828,26.3785506599,
6.35,7.366,26.346664977,,6.35,5.893,26.3785506599,
